text,label,source_model,generation_method,clean_text,word_count,avg_word_length
هدف هذا البحث إلى تحليل مؤشرات جودة الخدمات الطلابية بجامعة الملك خالد، شاملاً مجالات رئيسية مثل خدمات شؤون الطلاب، الإسكان، التغذية، الإعانات المتنوعة، الأنشطة المختلفة، التوجيه والإرشاد، والحقوق الطلابية. واستهدف البحث تحديد المتطلبات الضرورية لتفعيل تلك المؤشرات بفعالية. اعتمدت الدراسة على المنهج الوصفي، مستعينة باستبانة لجمع البيانات من عينة عشوائية ضمت 464 طالباً من المستوى السابع (بنين) بكليات الجامعة القريبة من القريقر بأبها. أظهرت النتائج أن مؤشرات جودة الخدمات الطلابية تتوافر بدرجة متوسطة في معظم المجالات المدروسة، باستثناء الحقوق الطلابية التي تم تصنيفها كضعيفة. كما كشفت الدراسة عن موافقة قوية من قبل العينة على أهمية توفير المتطلبات اللازمة لتطبيق معايير الجودة بشكل شامل في كافة الجوانب، ما يعكس الاعتراف بأهمية تحسين الخدمات الطلابية لضمان تجربة تعليمية إيجابية ومتكاملة للطلاب. تتضمن هذه الملاحظات توصيات بتعزيز الاستراتيجيات الحالية لتحسين تلك المؤشرات وضمان تقديم خدمات تتوافق مع المعايير الأكاديمية العالمية، مما يسهم في رفع المستوى العام للجامعة وتعزيز رضا الطلاب عن الخدمات المقدمة.,1,openai,by_polishing,هدف هذا البحث الي تحليل موشرات جودة الخدمات الطلابية بجامعة الملك خالد، شاملا مجالات رييسية مثل خدمات شوون الطلاب، الاسكان، التغذية، الاعانات المتنوعة، الانشطة المختلفة، التوجيه والارشاد، والحقوق الطلابية واستهدف البحث تحديد المتطلبات الضرورية لتفعيل تلك الموشرات بفعالية اعتمدت الدراسة علي المنهج الوصفي، مستعينة باستبانة لجمع البيانات من عينة عشوايية ضمت 464 طالبا من المستوي السابع بنين بكليات الجامعة القريبة من القريقر بابها اظهرت النتايج ان موشرات جودة الخدمات الطلابية تتوافر بدرجة متوسطة في معظم المجالات المدروسة، باستثناء الحقوق الطلابية التي تم تصنيفها كضعيفة كما كشفت الدراسة عن موافقة قوية من قبل العينة علي اهمية توفير المتطلبات اللازمة لتطبيق معايير الجودة بشكل شامل في كافة الجوانب، ما يعكس الاعتراف باهمية تحسين الخدمات الطلابية لضمان تجربة تعليمية ايجابية ومتكاملة للطلاب تتضمن هذه الملاحظات توصيات بتعزيز الاستراتيجيات الحالية لتحسين تلك الموشرات وضمان تقديم خدمات تتوافق مع المعايير الاكاديمية العالمية، مما يسهم في رفع المستوي العام للجامعة وتعزيز رضا الطلاب عن الخدمات المقدمة,150,5.66
تشغل منطقة وادي ريغ الجهة الشمالية الشرقية من الصحراء الجزائرية على مسافة 600 كلم جنوب شرق عاصمة البلاد الجزائر، والمنطقة عبارة عن منخفض يبدأ من منحدر أم الطيور، و بالضبط من عين الصفراء(1) على بعد 80كلم من بلاد الزاب إلى بلدة قوق على مسافة 30 كلم جنوب تقرت، ليمتد بذلك على مسافة من الشمال إلى الجنوب قدرت بحوالي 160كلم،و امتداد أفقي (العرض) ما بين 30و40كلم(2). (خريطة 01)ليضم بذلك مساحة قدرت بحوالي 12000 كلم2 ، يحده من الشمال بلاد الزاب ،ومن الجنوب وادي مية،و من الجهة الشرقية وادي سوف ،ومن الغرب منطقة الحجيرة ، وهو بذلك يقع ما بين خطي طول 32°،54° شرق خط غرينتش، وخطي عرض34°،09° شمال خط الاستواء(3).,0,human,by_polishing,تشغل منطقة وادي ريغ الجهة الشمالية الشرقية من الصحراء الجزايرية علي مسافة 600 كلم جنوب شرق عاصمة البلاد الجزاير، والمنطقة عبارة عن منخفض يبدا من منحدر ام الطيور، و بالضبط من عين الصفراء 1 علي بعد 80كلم من بلاد الزاب الي بلدة قوق علي مسافة 30 كلم جنوب تقرت، ليمتد بذلك علي مسافة من الشمال الي الجنوب قدرت بحوالي 160كلم،و امتداد افقي العرض ما بين 30و40كلم 2 خريطة 01 ليضم بذلك مساحة قدرت بحوالي 12000 كلم2 ، يحده من الشمال بلاد الزاب ،ومن الجنوب وادي مية،و من الجهة الشرقية وادي سوف ،ومن الغرب منطقة الحجيرة ، وهو بذلك يقع ما بين خطي طول 32 ،54 شرق خط غرينتش، وخطي عرض34 ،09 شمال خط الاستواء 3,115,4.147826086956521
تهدف الدراسة إلى استكشاف دور استراتيجيات إدارة الانطباع في تحسين سلوكيات المواطنة التنظيمية لدى موظفي صندوق ضمان الصفقات العمومية في المديرية الجهوية للجنوب بورقلة. تمثل متغيرات الدراسة المستقلة في استراتيجيات كالتعزيز الذاتي والتوسل والتمثيل، والمتغيرات التابعة في الإيثار والكياسة والروح الرياضية. استخدم الباحثون منهجاً وصفياً تحليلياً لتحقيق أهداف الدراسة من خلال توزيع استبانة شملت 50 فقرة، تم تحليل 30 منها باستخدام البرنامج الإحصائي SPSS V26. تشير النتائج إلى وجود اهتمام متوسط بالأساليب المستخدمة في إدارة الانطباع، بينما سُجل ارتفاع ملحوظ في سلوكيات المواطنة التنظيمية. كما أوضحت الدراسة عدم وجود ارتباط واضح بين استراتيجيات إدارة الانطباع وسلوكيات المواطنة التنظيمية، وعدم وجود فروق إحصائية تعزى للتغيرات الديموغرافية. تنتهي النتائج بالتأكيد على تأثير عوامل أخرى في تعزيز سلوكيات المواطنة التنظيمية في المؤسسة المدروسة.,1,openai,from_title_and_content,تهدف الدراسة الي استكشاف دور استراتيجيات ادارة الانطباع في تحسين سلوكيات المواطنة التنظيمية لدي موظفي صندوق ضمان الصفقات العمومية في المديرية الجهوية للجنوب بورقلة تمثل متغيرات الدراسة المستقلة في استراتيجيات كالتعزيز الذاتي والتوسل والتمثيل، والمتغيرات التابعة في الايثار والكياسة والروح الرياضية استخدم الباحثون منهجا وصفيا تحليليا لتحقيق اهداف الدراسة من خلال توزيع استبانة شملت 50 فقرة، تم تحليل 30 منها باستخدام البرنامج الاحصايي 26 تشير النتايج الي وجود اهتمام متوسط بالاساليب المستخدمة في ادارة الانطباع، بينما سجل ارتفاع ملحوظ في سلوكيات المواطنة التنظيمية كما اوضحت الدراسة عدم وجود ارتباط واضح بين استراتيجيات ادارة الانطباع وسلوكيات المواطنة التنظيمية، وعدم وجود فروق احصايية تعزي للتغيرات الديموغرافية تنتهي النتايج بالتاكيد علي تاثير عوامل اخري في تعزيز سلوكيات المواطنة التنظيمية في الموسسة المدروسة,119,5.840336134453781
"في إطار التجاوزات المعمارية والحاجة إلى ضمان سلامة الأفراد والممتلكات، تهدف هذه الدراسة إلى تحليل دور التزام المرقي العقاري بتأمين المسؤولية المدنية (وفقًا للقانون رقم 11-04) في تغطية المخاطر المتعلقة بمشاريع البناء. يركز البحث على أهمية هذا التأمين في ظل التطور الاقتصادي وتشجيع الاستثمار في قطاع السكن.

تكمن أهمية تأمين المسؤولية المدنية في ضمان أخطاء وتجاوزات القائمين على عملية التشييد والمكلفين بالرقابة، بالإضافة إلى تأمين الأضرار التي تصيب الممتلكات أو الجسمانية نتيجة تنفيذ عملية إنجاز البناء. نظرًا لأن التجاوزات المعمارية قد تمتد آثارها بعد التسليم، فإن الضمان العشري يلعب دورًا هامًا في تغطية حالة زوال البناية.

يسعى هذا البحث إلى فهم مدى مساهمة التزام المرقي العقاري بالتأمين في مجال البناء في تغطية المخاطر وضمان سلامة مقتني السكنات الترقوية وأموالهم، بالإضافة إلى دفع عجلة الاستثمار. كما يتناول البحث الأساس الذي يمتد عليه الضمان العشري لمدة عشر سنوات ما بعد التعاقد.",1,allam,by_polishing,في اطار التجاوزات المعمارية والحاجة الي ضمان سلامة الافراد والممتلكات، تهدف هذه الدراسة الي تحليل دور التزام المرقي العقاري بتامين المسوولية المدنية وفقا للقانون رقم 11 04 في تغطية المخاطر المتعلقة بمشاريع البناء يركز البحث علي اهمية هذا التامين في ظل التطور الاقتصادي وتشجيع الاستثمار في قطاع السكن تكمن اهمية تامين المسوولية المدنية في ضمان اخطاء وتجاوزات القايمين علي عملية التشييد والمكلفين بالرقابة، بالاضافة الي تامين الاضرار التي تصيب الممتلكات او الجسمانية نتيجة تنفيذ عملية انجاز البناء نظرا لان التجاوزات المعمارية قد تمتد اثارها بعد التسليم، فان الضمان العشري يلعب دورا هاما في تغطية حالة زوال البناية يسعي هذا البحث الي فهم مدي مساهمة التزام المرقي العقاري بالتامين في مجال البناء في تغطية المخاطر وضمان سلامة مقتني السكنات الترقوية واموالهم، بالاضافة الي دفع عجلة الاستثمار كما يتناول البحث الاساس الذي يمتد عليه الضمان العشري لمدة عشر سنوات ما بعد التعاقد,140,5.214285714285714
إن مجمل أشعار أبي مدين شعيب تعكس تجربته الزهدية التي عبر فيها عما يختلج في نفسه من حب وجمال وقيم أخلاقية ومعرفة ومقامات وأحوال يتدرج فيها السالك لبلوغ مرتبة الكشف ، وكان القرآن الكريم المنبع الفياض الذي يستقي منه الشاعر معظم أفكاره ورآه حيث وظف ألفاظه ومعانيه ومضامينه في أغلب قصائده، ويتجلى ذلك الاقتباس بوضوح في قصيدته اليائية. ويائيته هذه تحمل توجه الشاعر في إظهار سمات الشوق و الحنين الرجاء و التودد و كلها قيم يرنو إليها الصوفي لبلوغ أسمى درجات التقرب..,0,human,by_polishing,ان مجمل اشعار ابي مدين شعيب تعكس تجربته الزهدية التي عبر فيها عما يختلج في نفسه من حب وجمال وقيم اخلاقية ومعرفة ومقامات واحوال يتدرج فيها السالك لبلوغ مرتبة الكشف ، وكان القران الكريم المنبع الفياض الذي يستقي منه الشاعر معظم افكاره وراه حيث وظف الفاظه ومعانيه ومضامينه في اغلب قصايده، ويتجلي ذلك الاقتباس بوضوح في قصيدته اليايية وياييته هذه تحمل توجه الشاعر في اظهار سمات الشوق و الحنين الرجاء و التودد و كلها قيم يرنو اليها الصوفي لبلوغ اسمي درجات التقرب,82,4.560975609756097
ينطوي عمل المرأة باعتباره قضية من قضايا التحليل السوسيولوجي المعاصر على حيز معتبر من المكونات والعوامل التي تتاح للباحثين في هذه الظاهرة الكشف والتخليل والتقدير، لما تتضمنه آليات تنظيم أدوار الفئات الاجتماعية وطرق تقسيمها، وحساب كل ذلك ضمن إطار العلاقات الاجتماعية السائدة ضمن معطى مجتمع تحدده عوامله وظروفه الإنسانية والتاريخية، والمداخل المعتمدة في تحديد حركة واتجاه الاستثمار في الرأسمال الاجتماعي والثقافي والإنساني لمختلف الفئات الاجتماعية، وهو ما سيعطي هوية وانطباعا للإطار العام الخاص بالتنسيق والتحديد لجميع المفاعـيل الاجتماعية، في مجتمع ما زال متمسكا بميراثه الريعي في توزيع الأدوار وتنظيمها على أساس قواعد مقننة ومضبوطة لا تقبل التعديل ولا التغيير وهي بذلك تمكنها من ابتكار الوسائل المناسبة لتحسين وضعيتها النفسية التي تؤثر في واقع ومستقبل عمل المرأة في مجتمع جزائري، هذا كله في مجتمع مازالت بعض القيم السائدة فيه تعد موانع وحدودا مثبطة في وجه عمل المرأة وقدرتها على التحرر والاستقلال من التبعية المالية والمادية للأطر التقليدية في ضبط وتحديد المنافع والمصالح والأدوار..,0,human,by_polishing,ينطوي عمل المراة باعتباره قضية من قضايا التحليل السوسيولوجي المعاصر علي حيز معتبر من المكونات والعوامل التي تتاح للباحثين في هذه الظاهرة الكشف والتخليل والتقدير، لما تتضمنه اليات تنظيم ادوار الفيات الاجتماعية وطرق تقسيمها، وحساب كل ذلك ضمن اطار العلاقات الاجتماعية السايدة ضمن معطي مجتمع تحدده عوامله وظروفه الانسانية والتاريخية، والمداخل المعتمدة في تحديد حركة واتجاه الاستثمار في الراسمال الاجتماعي والثقافي والانساني لمختلف الفيات الاجتماعية، وهو ما سيعطي هوية وانطباعا للاطار العام الخاص بالتنسيق والتحديد لجميع المفاعيل الاجتماعية، في مجتمع ما زال متمسكا بميراثه الريعي في توزيع الادوار وتنظيمها علي اساس قواعد مقننة ومضبوطة لا تقبل التعديل ولا التغيير وهي بذلك تمكنها من ابتكار الوسايل المناسبة لتحسين وضعيتها النفسية التي توثر في واقع ومستقبل عمل المراة في مجتمع جزايري، هذا كله في مجتمع مازالت بعض القيم السايدة فيه تعد موانع وحدودا مثبطة في وجه عمل المراة وقدرتها علي التحرر والاستقلال من التبعية المالية والمادية للاطر التقليدية في ضبط وتحديد المنافع والمصالح والادوار,152,5.440789473684211
إن إرساء قضاء إداري مزدوج في تونس، مختلفا عن التصميم الفرنسي مهد نشأته، دون الأخذ بعين الاعتبار عند وضع قانون 1972 لتنازع الاختصاص بين القضاء العدلي والمحكمة الإدارية أفرغ هذه الازدواجية من محتواها وجعل إعادة تنظيم القضاء حتمية، فإلى أي مدى استطاع المشرع التونسي من خلال التعديلات التي أدخلها على القوانين المنظمة للقضاء الإداري إيجاد توازن بين هيكلين قضائيين مختلفين دون تحويل لاختصاص المحكمة الإدارية في النزاع الإداري إلى هياكل أخرى ودون المساس بحقوق المتقاضين، وما هو انعكاس المركزيّة المطلقة للمحكمة الإداريّة على نجاعة عملها؟.,0,human,by_polishing,ان ارساء قضاء اداري مزدوج في تونس، مختلفا عن التصميم الفرنسي مهد نشاته، دون الاخذ بعين الاعتبار عند وضع قانون 1972 لتنازع الاختصاص بين القضاء العدلي والمحكمة الادارية افرغ هذه الازدواجية من محتواها وجعل اعادة تنظيم القضاء حتمية، فالي اي مدي استطاع المشرع التونسي من خلال التعديلات التي ادخلها علي القوانين المنظمة للقضاء الاداري ايجاد توازن بين هيكلين قضاييين مختلفين دون تحويل لاختصاص المحكمة الادارية في النزاع الاداري الي هياكل اخري ودون المساس بحقوق المتقاضين، وما هو انعكاس المركزية المطلقة للمحكمة الادارية علي نجاعة عملها؟,85,5.235294117647059
هدفت الدراسة إلى معرفة دور بنك الجزائر في إدارة السيولة النقدية إثر تداعيات أزمة انخفاض النفط2014، الذي انهارت أسعاره إلى ما دون 50 دولار للبرميل وهو ما أثر على السياسة النقدية للدولة، وتعتبر السياسة النقدية أحد الركائز التي تقوم عليها السياسة الاقتصادية.حيث توصلت الدراسة إلى أن تحقيق الاستقرار النقدي في الجزائر يكون عن طريق التغيرات في معدلات نمو الكتلة النقدية، كما أن البنك الجزائري يؤثر بشكل مباشر على المعرض النقدي، ويعتمد على معدل إعادة الخصم، ومعدل الاحتياطي القانوني في التأثير على السيولة.,0,human,by_polishing,هدفت الدراسة الي معرفة دور بنك الجزاير في ادارة السيولة النقدية اثر تداعيات ازمة انخفاض النفط2014، الذي انهارت اسعاره الي ما دون 50 دولار للبرميل وهو ما اثر علي السياسة النقدية للدولة، وتعتبر السياسة النقدية احد الركايز التي تقوم عليها السياسة الاقتصادية حيث توصلت الدراسة الي ان تحقيق الاستقرار النقدي في الجزاير يكون عن طريق التغيرات في معدلات نمو الكتلة النقدية، كما ان البنك الجزايري يوثر بشكل مباشر علي المعرض النقدي، ويعتمد علي معدل اعادة الخصم، ومعدل الاحتياطي القانوني في التاثير علي السيولة,83,5.024096385542169
"إن بارميندس ""Parmenides"" هو فيلسوف الوجود الثابت، الساكن الخالي من الحركة والزمان، ذلك الوجود المجرد والمطلق والمتعالي، والذي يدرك عن طريق العقل والتأمل الفلسفي، ولقد فضل بارميندس التصور الميتافيزيقي على حساب العلم الفيزيائي الطبيعي، الذي يستند إلى الحواس والمعرفة الظنية الواهية، ومن هنا نجد أن بارميندس قد آمن بوحدة الوجود، وآمن أيضا بالإلوهية الواحدة، واعتبر أن النفس والجسد وحدة متكاملة، ولا يمكن بأي حال الفصل بينهما. ويلاحظ أيضا أن بارميندس قد تجاوز الفلسفة الطبيعية الكوسمولوجية التي كانت تعنى بالمبادئ الأولى، ليهتم أكثر بما هو أهم آلا وهو الوجود في تحققه واكتماله وثباته في الزمان والمكان، ومن هنا نجد أن بارميندس يسعى وبلا هوادة إلى إثبات الوجود واثبات ظهوره وتحققه ويمكن أن نلخص فلسفته في عبارته الشهيرة ""الوجودُ كائنٌ، واللاوجود غير كائن، فلا تخرج فكرك عن هذا "". وقد آمن بارميندس بوحدة الوجود الميتافيزيقية، على أساس أن الوجود قديم وثابت ومتكامل ومتجانس وحاضر لايزول، وأن العالم واحد، وليس هناك كثرة أو تغير أو تعدد، فذلك ظن وهمي ليس إلا.ومن هنا، فالأشياء هي الواحد في العقل، والكثرة في الحس والظاهر.لذا، ثار بارميندس على الظواهر الحسية التي ينتج عنها العلم الظني والعلم الطبيعي محسوس. بارميندس الكبرى هي أنه فيلسوف الانطولوجيا وميتافيزيقا والوجود المحض. فقد تجاوز عالم الظواهر و الأعداد والأشكال، ليسمو الفكر والعقل نحو الوجود المجرد والمطلق والمتعالي.",0,human,by_polishing,ان بارميندس هو فيلسوف الوجود الثابت، الساكن الخالي من الحركة والزمان، ذلك الوجود المجرد والمطلق والمتعالي، والذي يدرك عن طريق العقل والتامل الفلسفي، ولقد فضل بارميندس التصور الميتافيزيقي علي حساب العلم الفيزيايي الطبيعي، الذي يستند الي الحواس والمعرفة الظنية الواهية، ومن هنا نجد ان بارميندس قد امن بوحدة الوجود، وامن ايضا بالالوهية الواحدة، واعتبر ان النفس والجسد وحدة متكاملة، ولا يمكن باي حال الفصل بينهما ويلاحظ ايضا ان بارميندس قد تجاوز الفلسفة الطبيعية الكوسمولوجية التي كانت تعني بالمبادي الاولي، ليهتم اكثر بما هو اهم الا وهو الوجود في تحققه واكتماله وثباته في الزمان والمكان، ومن هنا نجد ان بارميندس يسعي وبلا هوادة الي اثبات الوجود واثبات ظهوره وتحققه ويمكن ان نلخص فلسفته في عبارته الشهيرة الوجود كاين، واللاوجود غير كاين، فلا تخرج فكرك عن هذا وقد امن بارميندس بوحدة الوجود الميتافيزيقية، علي اساس ان الوجود قديم وثابت ومتكامل ومتجانس وحاضر لايزول، وان العالم واحد، وليس هناك كثرة او تغير او تعدد، فذلك ظن وهمي ليس الا ومن هنا، فالاشياء هي الواحد في العقل، والكثرة في الحس والظاهر لذا، ثار بارميندس علي الظواهر الحسية التي ينتج عنها العلم الظني والعلم الطبيعي محسوس بارميندس الكبري هي انه فيلسوف الانطولوجيا وميتافيزيقا والوجود المحض فقد تجاوز عالم الظواهر و الاعداد والاشكال، ليسمو الفكر والعقل نحو الوجود المجرد والمطلق والمتعالي,205,5.0634146341463415
"المخطوطات التاريخية تعد مصدراً أساسياً في دراسة العلوم الإنسانية والتاريخ لما تحتويه من ثراء معلوماتي بشأن الأوضاع الاجتماعية والسياسية عبر العصور. يعتبر مخطوط رسالة الشيخ سيد محمد الخليفة بن الشيخ سيد المختار الكنتي إلى ""أولاد داود"" من النصوص النادرة التي تسعى لدراسة الواقع السياسي المعقد للمجتمعات القبلية في الفضاء الشنقيطي. يكمن الهدف الرئيسي للمخطوط في التوسط لإحلال السلام وفض النزاعات بين قبيلتين متصارعتين في منطقة الحوض، ويعكس هذا الجهد دور الشيخ المؤلف في وأد الفتنة وتحقيق الصلح. يمثل هذا العمل جزءاً من الممارسة التقليدية لشيوخ الزاوية الكنتية الأزوادية الذين كانوا يبعثون برسائل تهدف إلى وقف التناحر وحفظ الاستقرار بين القبائل المتنازعة في بلاد شنقيط والمناطق المجاورة. يظهر المخطوط بوضوح الفكر الإصلاحي والاهتمام بالسياسة الذي اتسمت به المنظومة الفكرية لسكان الساحل والصحراء. كما يبرز تأثير الشيخ سيد محمد الخليفة الكنتي في محاولات ترسيخ السلم الاجتماعي من خلال الكتابات العربية الكلاسيكية. يمثل هذا المخطوط والمخطوطات الشبيهة به شاهدا على الدور المتميز للزوايا في نشر الوعي السياسي والاجتماعي في المجتمعات البدوية، حيث شكلت هذه الرسائل وسيلة فعالة لتجنب الصراعات ولاتخاذ خطوات نحو الاستقرار المجتمعي والمصالحة.",1,openai,by_polishing,المخطوطات التاريخية تعد مصدرا اساسيا في دراسة العلوم الانسانية والتاريخ لما تحتويه من ثراء معلوماتي بشان الاوضاع الاجتماعية والسياسية عبر العصور يعتبر مخطوط رسالة الشيخ سيد محمد الخليفة بن الشيخ سيد المختار الكنتي الي اولاد داود من النصوص النادرة التي تسعي لدراسة الواقع السياسي المعقد للمجتمعات القبلية في الفضاء الشنقيطي يكمن الهدف الرييسي للمخطوط في التوسط لاحلال السلام وفض النزاعات بين قبيلتين متصارعتين في منطقة الحوض، ويعكس هذا الجهد دور الشيخ المولف في واد الفتنة وتحقيق الصلح يمثل هذا العمل جزءا من الممارسة التقليدية لشيوخ الزاوية الكنتية الازوادية الذين كانوا يبعثون برسايل تهدف الي وقف التناحر وحفظ الاستقرار بين القبايل المتنازعة في بلاد شنقيط والمناطق المجاورة يظهر المخطوط بوضوح الفكر الاصلاحي والاهتمام بالسياسة الذي اتسمت به المنظومة الفكرية لسكان الساحل والصحراء كما يبرز تاثير الشيخ سيد محمد الخليفة الكنتي في محاولات ترسيخ السلم الاجتماعي من خلال الكتابات العربية الكلاسيكية يمثل هذا المخطوط والمخطوطات الشبيهة به شاهدا علي الدور المتميز للزوايا في نشر الوعي السياسي والاجتماعي في المجتمعات البدوية، حيث شكلت هذه الرسايل وسيلة فعالة لتجنب الصراعات ولاتخاذ خطوات نحو الاستقرار المجتمعي والمصالحة,172,5.482558139534884
تهدف هذه الدراسة إلى التعرف على انعكاس الأساليب الإدارية المنتهجة حاليا في تسيير الأندية النخبوية لكرة القدم على نجاح إدارة عملية الاحتراف الرياضي بالجزائر.و كانت نتائج الدراسة تأكيدا على أن الأساليب الإدارية المنتهجة في تسيير الأندية النخبوية لكرة القدم تنعكس سلبا على نجاح عملية احتراف الأندية الرياضية بالجزائر حيث: * تفتقد الأندية للخطط الإستراتيجية لإدارة عملية الاحتراف وفقا لمقتضيات و أساليب الإدارة الرياضية الحديثة.* لا تملك الأندية صورة واضحة لأنشطتها و لسياسات العمل بداخلها .* تتبنى الأندية أهدافا واضحة مع بداية الموسم الرياضي، غير أنها لا تتماشى و الامكانيات المتاحة على مستوى الأندية* لاتهتم غالبية الأندية بوضع احتياجاتها وفقا لبرامج زمنية محددة.* لا تهتم الأندية بعملية التخطيط كأداة من أدوات التنبؤ بالمشكلات والإمكانات والاحتياجات.* يتصف الهيكل التنظيمي للأندية المحترفة بالغموض، كونه لا يحدد بدقة المهام و المسؤوليات..,0,human,by_polishing,تهدف هذه الدراسة الي التعرف علي انعكاس الاساليب الادارية المنتهجة حاليا في تسيير الاندية النخبوية لكرة القدم علي نجاح ادارة عملية الاحتراف الرياضي بالجزاير و كانت نتايج الدراسة تاكيدا علي ان الاساليب الادارية المنتهجة في تسيير الاندية النخبوية لكرة القدم تنعكس سلبا علي نجاح عملية احتراف الاندية الرياضية بالجزاير حيث تفتقد الاندية للخطط الاستراتيجية لادارة عملية الاحتراف وفقا لمقتضيات و اساليب الادارة الرياضية الحديثة لا تملك الاندية صورة واضحة لانشطتها و لسياسات العمل بداخلها تتبني الاندية اهدافا واضحة مع بداية الموسم الرياضي، غير انها لا تتماشي و الامكانيات المتاحة علي مستوي الاندية لاتهتم غالبية الاندية بوضع احتياجاتها وفقا لبرامج زمنية محددة لا تهتم الاندية بعملية التخطيط كاداة من ادوات التنبو بالمشكلات والامكانات والاحتياجات يتصف الهيكل التنظيمي للاندية المحترفة بالغموض، كونه لا يحدد بدقة المهام و المسووليات,126,5.5396825396825395
يتناول هذا البحث تطور المشهد العمراني لمدينة تيهرت القديمة خلال العصر الإسلامي الوسيط. يهدف البحث إلى دراسة تاريخ المدينة قبل الفتح الأموي في عام 681 ميلادي وتحليل التطورات المعمارية التي حدثت خلال هذه الفترة. يركز البحث على التمييز بين المباني القديمة للمدينة والمباني الجديدة التي تم إنشاؤها في العصر الإسلامي الوسيط. كما يناقش البحث تأثير الاقتناع الإباضي على تطور المدينة وكيف أثر ذلك على المشهد العمراني.,1,allam,from_title_and_content,يتناول هذا البحث تطور المشهد العمراني لمدينة تيهرت القديمة خلال العصر الاسلامي الوسيط يهدف البحث الي دراسة تاريخ المدينة قبل الفتح الاموي في عام 681 ميلادي وتحليل التطورات المعمارية التي حدثت خلال هذه الفترة يركز البحث علي التمييز بين المباني القديمة للمدينة والمباني الجديدة التي تم انشاوها في العصر الاسلامي الوسيط كما يناقش البحث تاثير الاقتناع الاباضي علي تطور المدينة وكيف اثر ذلك علي المشهد العمراني,66,5.151515151515151
"أهمية ودور نظم المعلومات في اتخاذ القرارات في قطاع المحروقات بسكيكدة

يتمحور هذا البحث حول دور نظم المعلومات في اتخاذ القرارات في قطاع المحروقات بسكيكدة، حيث يسلط الضوء على أهمية هذه النظم في تحسين عملية اتخاذ القرارات. تشير الدراسة إلى أن نظم المعلومات تلعب دوراً متوسطاً وفعالاً في اتخاذ القرارات في مؤسسات قطاع المحروقات، كما تبرز أهمية توفير المعلومات اللازمة لاتخاذ القرارات بدرجة متوسطة إلى عالية. يظهر البحث أيضاً وجود علاقة متوسطة بين استخدامات نظم المعلومات وفعالية اتخاذ القرارات، مع تأثير كبير لتطوير نظم المعلومات على زيادة فعالية اتخاذ القرارات. يُظهر هذا البحث أهمية نظم المعلومات في دعم اتخاذ القرارات الفعالة في قطاع المحروقات، ويقدم رؤى قيمة حول كيفية تحسين هذه النظم لتعزيز أداء المؤسسات في هذا القطاع.",1,llama,from_title_and_content,اهمية ودور نظم المعلومات في اتخاذ القرارات في قطاع المحروقات بسكيكدة يتمحور هذا البحث حول دور نظم المعلومات في اتخاذ القرارات في قطاع المحروقات بسكيكدة، حيث يسلط الضوء علي اهمية هذه النظم في تحسين عملية اتخاذ القرارات تشير الدراسة الي ان نظم المعلومات تلعب دورا متوسطا وفعالا في اتخاذ القرارات في موسسات قطاع المحروقات، كما تبرز اهمية توفير المعلومات اللازمة لاتخاذ القرارات بدرجة متوسطة الي عالية يظهر البحث ايضا وجود علاقة متوسطة بين استخدامات نظم المعلومات وفعالية اتخاذ القرارات، مع تاثير كبير لتطوير نظم المعلومات علي زيادة فعالية اتخاذ القرارات يظهر هذا البحث اهمية نظم المعلومات في دعم اتخاذ القرارات الفعالة في قطاع المحروقات، ويقدم روي قيمة حول كيفية تحسين هذه النظم لتعزيز اداء الموسسات في هذا القطاع,118,5.02542372881356
